CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
,India,M,,,12028.58,,,,
,India,M,,,13635.07,,,,
,India,M,,,19845.53,,,,
,India,M,,,176889.02,,,,
,India,M,,,5503.17,,,,
,India,M,,,0.77,,,,
,India,M,,,22699.97,,,,
,India,M,,,108671.55,,,,
,India,M,,,17209.25,,,,
,India,M,,,5677.04,,,,
,India,M,,,23617.98,,,,
,India,F,,,624.85,,,,
,India,M,,,42348.83,,,,
,India,M,,,327288.56,,,,
,India,M,,,49311.44,,,,
,India,M,,,45856.24,,,,
,India,M,,,20675.79,,,,
,India,M,,,18552.18,,,,
,India,M,,,546092.44,,,,
,India,M,,,17442.22,,,,
,India,M,,,311101.86,,,,
,India,M,,,62135.35,,,,
,India,M,,,13996.1,,,,
,India,F,,,5308.76,,,,
,India,M,,,47710.73,,,,
,India,M,,,4317.66,,,,
,India,M,,,7752.74,,,,
,India,F,,,82919.15,,,,
,India,F,,,58057.17,,,,
,India,M,,,6195.13,,,,
,India,M,,,96639.98,,,,
,India,F,,,44215.24,,,,
,India,F,,,96237.17,,,,
,India,M,,,2453.83,,,,
,India,M,,,58479.17,,,,
,India,M,,,21759.93,,,,
,India,M,,,763330.0,,,,
,India,F,,,63969.57,,,,
,India,M,,,7862.33,,,,
,India,M,,,7701.93,,,,
,India,M,,,268.14,,,,
,India,M,,,309471.14,,,,
,India,M,,,38979.27,,,,
,India,F,,,35242.3,,,,
,India,M,,,480577.41,,,,
,India,F,,,196379.06,,,,
,India,M,,,40082.66,,,,
,India,M,,,865.06,,,,
,India,M,,,16.2,,,,
,India,M,,,12269.55,,,,
,India,M,,,21757.35,,,,
,India,M,,,18123.34,,,,
,India,M,,,11920.11,,,,
,India,M,,,42197.82,,,,
,India,M,,,3243.72,,,,
,India,M,,,64.08,,,,
,India,M,,,10564.4,,,,
,India,M,,,19564.13,,,,
,India,M,,,13593.18,,,,
,India,F,,,98565.1,,,,
,India,F,,,237.51,,,,
,India,M,,,10252.46,,,,
,India,F,,,11045.75,,,,
,India,M,,,48484.22,,,,
,India,M,,,5181.69,,,,
,India,M,,,4320.74,,,,
,India,M,,,2642.71,,,,
,India,M,,,7518.02,,,,
,India,M,,,4853.5,,,,
,India,M,,,8636.07,,,,
,India,F,,,23001.19,,,,
,India,F,,,2455.93,,,,
,India,M,,,4038.21,,,,
,India,F,,,236840.41,,,,
,India,M,,,16148.01,,,,
,India,M,,,32728.77,,,,
,India,F,,,7528.11,,,,
,India,M,,,58558.32,,,,
,India,M,,,1264.19,,,,
,India,M,,,6.9,,,,
,India,M,,,14077.04,,,,
,India,M,,,93861.49,,,,
,India,M,,,14037.0,,,,
,India,M,,,5782.57,,,,
,India,F,,,17361.65,,,,
,India,M,,,13964.09,,,,
,India,M,,,22085.14,,,,
,India,M,,,2632.77,,,,
,India,M,,,8850.18,,,,
,India,M,,,94087.69,,,,
,India,F,,,34686.49,,,,
,India,M,,,551572.46,,,,
,India,M,,,1005.99,,,,
,India,F,,,739.48,,,,
,India,F,,,25289.93,,,,
,India,M,,,3911.76,,,,
,India,M,,,438.57,,,,
,India,F,,,27207.45,,,,
,India,M,,,11592.2,,,,
,India,F,,,94276.45,,,,
,India,M,,,189738.69,,,,
,India,M,,,30184.01,,,,
,India,M,,,324319.23,,,,
,India,M,,,14870.07,,,,
,India,M,,,11976.15,,,,
,India,M,,,10246.22,,,,
,India,F,,,13407.49,,,,
,India,M,,,31048.72,,,,
,India,M,,,847.92,,,,
,India,M,,,5600.03,,,,
,India,M,,,1185.42,,,,
,India,M,,,27479.88,,,,
,India,M,,,10300.03,,,,
,India,F,,,5557.75,,,,
,India,F,,,112429.99,,,,
,India,M,,,1337.86,,,,
,India,M,,,0.0,,,,
,India,M,,,7333.67,,,,
,India,F,,,27952.37,,,,
,India,F,,,17598.41,,,,
,India,M,,,11.39,,,,
,India,M,,,11816.48,,,,
,India,M,,,119481.38,,,,
,India,F,,,195935.07,,,,
,India,M,,,5190.39,,,,
,India,M,,,10.97,,,,
,India,M,,,122198.5,,,,
,India,F,,,37997.07,,,,
,India,M,,,2477.42,,,,
,India,M,,,8172.17,,,,
,India,F,,,69994.55,,,,
,India,M,,,24623.43,,,,
,India,F,,,10869.02,,,,
,India,M,,,12502.78,,,,
,India,F,,,81611.12,,,,
,India,M,,,26039.89,,,,
,India,M,,,216034.75,,,,
,India,M,,,3551.33,,,,
,India,M,,,62315.22,,,,
,India,M,,,56622.03,,,,
,India,M,,,13053.42,,,,
,India,M,,,42452.83,,,,
,India,M,,,32.28,,,,
,India,M,,,13984.59,,,,
,India,M,,,13000.64,,,,
,India,M,,,2932.54,,,,
,India,M,,,10005.11,,,,
,India,M,,,8035.71,,,,
,India,M,,,59093.91,,,,
,India,M,,,69769.14,,,,
,India,M,,,325497.88,,,,
,India,M,,,14223.41,,,,
,India,F,,,6961.44,,,,
,India,M,,,0.04,,,,
,India,M,,,75350.02,,,,
,India,M,,,106550.25,,,,
,India,M,,,19577.74,,,,
,India,M,,,57.61,,,,
,India,M,,,47.63,,,,
,India,M,,,17564.44,,,,
,India,M,,,11889.07,,,,
,India,F,,,54149.01,,,,
,India,M,,,19994.75,,,,
,India,M,,,2614.86,,,,
,India,M,,,44595.76,,,,
,India,M,,,6050.84,,,,
,India,M,,,473.56,,,,
,India,M,,,43190.76,,,,
,India,M,,,127698.44,,,,
,India,M,,,92594.19,,,,
,India,F,,,6832.5,,,,
,India,F,,,73863.18,,,,
,India,F,,,843628.39,,,,
,India,M,,,41432.47,,,,
,India,M,,,31987.86,,,,
,India,M,,,7460.16,,,,
,India,M,,,12978.15,,,,
,India,M,,,779.74,,,,
,India,F,,,8879.99,,,,
,India,M,,,14957.27,,,,
,India,M,,,100078.57,,,,
,India,M,,,5591.4,,,,
,India,M,,,1.13,,,,
,India,M,,,9702.54,,,,
,India,F,,,227.75,,,,
,India,F,,,18640.58,,,,
,India,M,,,5671.45,,,,
,India,F,,,72809.11,,,,
,India,M,,,35013.89,,,,
,India,M,,,73435.72,,,,
,India,M,,,17065.66,,,,
,India,M,,,104256.47,,,,
,India,M,,,9515.27,,,,
,India,M,,,48843.97,,,,
,India,F,,,30403.46,,,,
,India,M,,,135488.95,,,,
,India,M,,,39578.78,,,,
,India,F,,,7459.42,,,,
,India,M,,,11477.87,,,,
,India,F,,,1068411.66,,,,
,India,M,,,4489.19,,,,
,India,M,,,17461.72,,,,
,India,M,,,17997.5,,,,
,India,M,,,44967.42,,,,
,India,M,,,64715.49,,,,
,India,F,,,4130.26,,,,
,India,M,,,14271.07,,,,
,India,F,,,155.41,,,,
,India,M,,,10836.64,,,,
,India,M,,,11272.27,,,,
,India,M,,,50233.43,,,,
,India,M,,,17661.73,,,,
,India,F,,,104235.16,,,,
,India,M,,,40134.97,,,,
,India,F,,,47238.07,,,,
,India,M,,,24455.47,,,,
,India,M,,,285852.22,,,,
,India,M,,,12745.08,,,,
,India,M,,,134693.13,,,,
,India,M,,,27775.41,,,,
,India,F,,,212527.56,,,,
,India,F,,,1048.3,,,,
,India,M,,,5004.42,,,,
,India,M,,,8644.59,,,,
,India,M,,,89552.88,,,,
,India,F,,,239390.27,,,,
,India,M,,,12154.39,,,,
,India,M,,,22314.67,,,,
,India,F,,,7996.52,,,,
,India,F,,,14850.1,,,,
,India,M,,,322807.62,,,,
,India,M,,,30171.86,,,,
,India,M,,,25934.51,,,,
,India,F,,,185342.45,,,,
,India,M,,,1.44,,,,
,India,M,,,4852.52,,,,
,India,M,,,33430.35,,,,
,India,M,,,49908.81,,,,
,India,M,,,18035.55,,,,
,India,M,,,491203.42,,,,
,India,M,,,1589.43,,,,
,India,F,,,89396.05,,,,
,India,F,,,9150.45,,,,
,India,F,,,164225.44,,,,
,India,M,,,389844.27,,,,
,India,M,,,4.56,,,,
,India,F,,,7679.74,,,,
,India,F,,,18587.52,,,,
,India,M,,,21877.89,,,,
,India,M,,,199294.97,,,,
,India,M,,,129759.97,,,,
,India,M,,,18778.21,,,,
,India,M,,,8183.78,,,,
,India,M,,,256524.84,,,,
,India,M,,,10607.82,,,,
,India,F,,,28801.7,,,,
,India,M,,,3045.44,,,,
,India,F,,,28812.93,,,,
,India,M,,,34575.89,,,,
,India,M,,,752.98,,,,
,India,M,,,10270.77,,,,
,India,M,,,870.69,,,,
,India,M,,,31153.54,,,,
,India,M,,,168493.09,,,,
,India,F,,,3445.37,,,,
,India,M,,,6953.48,,,,
,India,M,,,10941.34,,,,
,India,M,,,47325.75,,,,
,India,M,,,696751.12,,,,
,India,M,,,32102.26,,,,
,India,M,,,22090.69,,,,
,India,M,,,72336.07,,,,
,India,M,,,31694.84,,,,
,India,M,,,1101.64,,,,
,India,F,,,11763.82,,,,
,India,M,,,24.73,,,,
,India,F,,,9675.91,,,,
,India,M,,,32956.34,,,,
,India,M,,,3728.58,,,,
,India,M,,,3096.03,,,,
,India,F,,,178595.99,,,,
,India,F,,,10400.45,,,,
,India,M,,,9505.08,,,,
,India,F,,,3871.45,,,,
,India,F,,,1738.94,,,,
,India,F,,,147758.52,,,,
,India,M,,,1470152.47,,,,
,India,F,,,85169.97,,,,
,India,F,,,51.96,,,,
,India,M,,,161960.85,,,,
,India,M,,,38960.04,,,,
,India,M,,,2676.24,,,,
,India,M,,,34851.66,,,,
,India,M,,,4885.4,,,,
,India,F,,,0.01,,,,
,India,M,,,9964.55,,,,
,India,M,,,716496.12,,,,
,India,M,,,3768.42,,,,
,India,F,,,10996.47,,,,
,India,M,,,17538.18,,,,
,India,F,,,6617.34,,,,
,India,M,,,84476.81,,,,
,India,F,,,39723.15,,,,
,India,F,,,5076.76,,,,
,India,F,,,32951.34,,,,
,India,M,,,44.5,,,,
,India,M,,,62.84,,,,
,India,M,,,163.12,,,,
,India,F,,,12360.6,,,,
,India,F,,,46895.77,,,,
,India,M,,,1737.78,,,,
,India,M,,,24238.63,,,,
,India,M,,,47.24,,,,
,India,M,,,24742.57,,,,
,India,F,,,364816.38,,,,
,India,M,,,127754.89,,,,
,India,M,,,14136.62,,,,
,India,M,,,57229.39,,,,
,India,M,,,14589.85,,,,
,India,M,,,68692.82,,,,
,India,F,,,95272.91,,,,
,India,F,,,44011.43,,,,
,India,M,,,111267.3,,,,
,India,F,,,30197.92,,,,
,India,M,,,17108.25,,,,
,India,M,,,17184.87,,,,
,India,M,,,59625.5,,,,
,India,M,,,19298.78,,,,
,India,M,,,30191.24,,,,
,India,M,,,586360.55,,,,
,India,M,,,60374.85,,,,
,India,M,,,148195.71,,,,
,India,M,,,4684.03,,,,
,India,M,,,11403.04,,,,
,India,F,,,78621.05,,,,
,India,F,,,5723.89,,,,
,India,M,,,10460.98,,,,
,India,M,,,134514.49,,,,
,India,M,,,41119.49,,,,
,India,M,,,63143.75,,,,
,India,F,,,12203.7,,,,
,India,F,,,579.87,,,,
,India,M,,,84348.94,,,,
,India,F,,,74048.8,,,,
,India,M,,,23.15,,,,
,India,M,,,311806.39,,,,
,India,M,,,30364.53,,,,
,India,F,,,5891.08,,,,
,India,M,,,61076.34,,,,
,India,M,,,26860.38,,,,
,India,M,,,12372.35,,,,
,India,F,,,104997.85,,,,
,India,M,,,8493.86,,,,
,India,M,,,48580.37,,,,
,India,M,,,106815.11,,,,
,India,M,,,212.6,,,,
,India,M,,,13457.99,,,,
,India,F,,,66.74,,,,
,India,M,,,1900.51,,,,
,India,M,,,213400.76,,,,
,India,F,,,51939.21,,,,
,India,F,,,190231.63,,,,
,India,M,,,127656.09,,,,
,India,M,,,30118.28,,,,
,India,M,,,3768.42,,,,
,India,M,,,47499.48,,,,
,India,F,,,73251.96,,,,
,India,M,,,52018.18,,,,
,India,F,,,1147336.53,,,,
,India,M,,,22555.76,,,,
,India,M,,,646025.83,,,,
,India,F,,,258444.79,,,,
,India,M,,,27064.12,,,,
,India,M,,,4019.66,,,,
,India,M,,,36.51,,,,
,India,F,,,464453.73,,,,
,India,M,,,73227.77,,,,
,India,M,,,17481.58,,,,
,India,M,,,2401.03,,,,
,India,M,,,213.28,,,,
,India,M,,,12093.32,,,,
,India,F,,,1227.09,,,,
,India,F,,,15327.08,,,,
,India,M,,,107307.74,,,,
,India,F,,,58270.19,,,,
,India,F,,,1046346.96,,,,
,India,M,,,18231.93,,,,
,India,M,,,6213.11,,,,
,India,M,,,24848.57,,,,
,India,M,,,1753.41,,,,
,India,F,,,10026.45,,,,
,India,F,,,1388.68,,,,
,India,F,,,14088.05,,,,
,India,M,,,307628.28,,,,
,India,M,,,123727.76,,,,
,India,M,,,589.09,,,,
,India,M,,,737988.17,,,,
,India,M,,,93.86,,,,
,India,M,,,120362.02,,,,
,India,M,,,4266.27,,,,
,India,M,,,19343.21,,,,
,India,F,,,124302.05,,,,
,India,M,,,5009.85,,,,
,India,M,,,154000.41,,,,
,India,F,,,20035.1,,,,
,India,M,,,61107.3,,,,
,India,M,,,2882.94,,,,
,India,F,,,20250.34,,,,
,India,M,,,100596.28,,,,
,India,M,,,17723.56,,,,
,India,M,,,4.98,,,,
,India,F,,,14511.3,,,,
,India,F,,,25000.01,,,,
,India,M,,,193209.58,,,,
,India,F,,,103232.27,,,,
,India,F,,,2370.76,,,,
,India,F,,,21622.28,,,,
,India,F,,,18640.27,,,,
,India,M,,,3.61,,,,
,India,M,,,21037.79,,,,
,India,M,,,154118.95,,,,
,India,M,,,187.31,,,,
,India,M,,,10342.89,,,,
,India,M,,,594.94,,,,
,India,M,,,143864.95,,,,
,India,M,,,105.26,,,,
,India,M,,,21615.9,,,,
,India,M,,,59347.0,,,,
,India,M,,,575448.6,,,,
,India,F,,,299.02,,,,
,India,F,,,19485.17,,,,
,India,M,,,60259.44,,,,
,India,M,,,4418.06,,,,
,India,F,,,960110.22,,,,
,India,F,,,27896.31,,,,
,India,M,,,10141.85,,,,
,India,M,,,12735.25,,,,
,India,M,,,37094.33,,,,
,India,M,,,797100.3,,,,
,India,F,,,9714.78,,,,
,India,M,,,3202.12,,,,
,India,M,,,7967.47,,,,
,India,M,,,57821.23,,,,
,India,M,,,294551.44,,,,
,India,M,,,28703.4,,,,
,India,M,,,37189.83,,,,
,India,F,,,86049.97,,,,
,India,M,,,2018.85,,,,
,India,F,,,115109.41,,,,
,India,F,,,5643.57,,,,
,India,M,,,0.02,,,,
,India,F,,,7172.97,,,,
,India,M,,,33200.09,,,,
,India,F,,,55584.25,,,,
,India,M,,,4740.2,,,,
,India,M,,,55900.02,,,,
,India,F,,,391456.17,,,,
,India,M,,,29877.63,,,,
,India,M,,,174.27,,,,
,India,M,,,18111.83,,,,
,India,M,,,96.4,,,,
,India,M,,,13929.1,,,,
,India,M,,,26854.58,,,,
,India,F,,,39991.19,,,,
,India,M,,,254903.69,,,,
,India,M,,,7610.83,,,,
,India,F,,,3259.31,,,,
,India,M,,,74398.55,,,,
,India,M,,,70042.55,,,,
,India,M,,,89810.59,,,,
,India,M,,,2113.1,,,,
,India,M,,,17690.27,,,,
,India,M,,,226601.45,,,,
,India,M,,,352488.85,,,,
,India,M,,,17018.73,,,,
,India,M,,,539536.57,,,,
,India,M,,,7861.75,,,,
,India,F,,,238.15,,,,
,India,F,,,5700.69,,,,
,India,F,,,47855.36,,,,
,India,M,,,498504.06,,,,
,India,M,,,426371.17,,,,
,India,M,,,135561.81,,,,
,India,M,,,45.18,,,,
,India,M,,,801977.0,,,,
,India,F,,,7945.65,,,,
,India,F,,,242912.56,,,,
,India,M,,,4115.34,,,,
,India,M,,,23084.3,,,,
,India,M,,,1851.02,,,,
,India,M,,,12480.06,,,,
,India,M,,,47920.64,,,,
,India,M,,,529250.98,,,,
,India,F,,,60980.76,,,,
,India,M,,,1623.56,,,,
,India,M,,,731.43,,,,
,India,F,,,4133.84,,,,
,India,M,,,12963.21,,,,
,India,M,,,110225.52,,,,
,India,F,,,339525.34,,,,
,India,M,,,2270.57,,,,
,India,F,,,9941.08,,,,
,India,M,,,1249.31,,,,
,India,M,,,140830.97,,,,
,India,M,,,2020692.34,,,,
,India,M,,,8941.33,,,,
,India,M,,,4760.33,,,,
,India,M,,,9756.38,,,,
,India,F,,,88123.24,,,,
,India,F,,,15868.22,,,,
,India,M,,,2741.43,,,,
,India,M,,,2189.92,,,,
,India,M,,,4235.21,,,,
,India,M,,,1059939.65,,,,
,India,M,,,25326.84,,,,
,India,M,,,11106.34,,,,
,India,M,,,7873.85,,,,
,India,M,,,5892.99,,,,
,India,F,,,45380.41,,,,
,India,M,,,6766.79,,,,
,India,M,,,14171.81,,,,
,India,M,,,5.18,,,,
,India,M,,,2083.48,,,,
,India,F,,,81038.89,,,,
,India,M,,,3.66,,,,
,India,M,,,4739.86,,,,
,India,M,,,23048.68,,,,
,India,M,,,27918.05,,,,
,India,M,,,8465.91,,,,
,India,M,,,3297.88,,,,
,India,M,,,831.39,,,,
,India,M,,,4358.7,,,,
,India,M,,,5611.88,,,,
,India,M,,,59165.79,,,,
,India,M,,,33421.91,,,,
,India,M,,,218392.68,,,,
,India,M,,,371250.22,,,,
,India,F,,,25303.94,,,,
,India,M,,,217700.5,,,,
,India,M,,,135017.11,,,,
,India,M,,,11274.57,,,,
,India,M,,,8746.5,,,,
,India,M,,,66.34,,,,
,India,F,,,987.85,,,,
,India,F,,,4754.29,,,,
,India,F,,,81558.91,,,,
,India,F,,,24193.18,,,,
,India,F,,,57830.86,,,,
,India,M,,,3384.51,,,,
,India,F,,,14135.8,,,,
,India,M,,,31574.89,,,,
,India,M,,,264438.19,,,,
,India,M,,,2940.94,,,,
,India,M,,,111847.0,,,,
,India,F,,,952.45,,,,
,India,F,,,590.85,,,,
,India,M,,,2504.45,,,,
,India,F,,,181141.88,,,,
,India,M,,,4980.1,,,,
,India,M,,,6464.02,,,,
,India,M,,,7617.61,,,,
,India,M,,,0.78,,,,
,India,F,,,211.9,,,,
,India,M,,,862.04,,,,
,India,F,,,89633.49,,,,
,India,M,,,74.51,,,,
,India,M,,,7652.74,,,,
,India,M,,,275578.54,,,,
,India,M,,,18295.94,,,,
,India,M,,,156233.65,,,,
,India,M,,,28089.34,,,,
,India,F,,,75388.58,,,,
,India,M,,,12162.62,,,,
,India,M,,,6801.94,,,,
,India,M,,,0.45,,,,
,India,M,,,28935.74,,,,
,India,M,,,5012.65,,,,
,India,M,,,2600.87,,,,
,India,F,,,7887.85,,,,
,India,M,,,2735.4,,,,
,India,M,,,1695138.73,,,,
,India,M,,,622.45,,,,
,India,M,,,58.42,,,,
,India,M,,,4585.09,,,,
,India,M,,,531.02,,,,
,India,M,,,37521.75,,,,
,India,F,,,42.69,,,,
,India,M,,,23662.57,,,,
,India,M,,,98043.2,,,,
,India,M,,,2314.41,,,,
,India,M,,,94248.66,,,,
,India,F,,,17064.46,,,,
,India,F,,,114.43,,,,
,India,M,,,4911718.1,,,,
,India,F,,,4487.3,,,,
,India,M,,,10867.91,,,,
,India,M,,,31243.5,,,,
,India,F,,,47369.4,,,,
,India,M,,,103609.8,,,,
,India,M,,,14804.96,,,,
,India,M,,,7454.14,,,,
,India,M,,,7281.43,,,,
,India,M,,,8485.81,,,,
,India,F,,,8594.09,,,,
,India,M,,,59414.56,,,,
,India,M,,,107574.32,,,,
,India,M,,,69544.34,,,,
,India,M,,,38325.43,,,,
,India,F,,,548.07,,,,
,India,M,,,189036.55,,,,
,India,M,,,368.54,,,,
,India,M,,,2663.42,,,,
,India,F,,,39753.55,,,,
,India,M,,,431889.77,,,,
,India,F,,,19790.51,,,,
,India,M,,,7751.27,,,,
,India,F,,,9262.48,,,,
,India,M,,,3026.4,,,,
,India,M,,,37450.58,,,,
,India,F,,,9801.14,,,,
,India,M,,,143090.3,,,,
,India,M,,,27329.96,,,,
,India,M,,,13.4,,,,
,India,M,,,56321.36,,,,
,India,F,,,317.01,,,,
,India,M,,,48682.42,,,,
,India,M,,,84424.95,,,,
,India,F,,,59764.53,,,,
,India,M,,,2.94,,,,
,India,M,,,24.05,,,,
,India,F,,,19523.43,,,,
,India,M,,,659991.41,,,,
,India,M,,,12463.55,,,,
,India,F,,,27780.44,,,,
,India,M,,,2864.57,,,,
,India,M,,,25376.19,,,,
,India,M,,,5912.4,,,,
,India,F,,,11650.66,,,,
,India,F,,,126978.74,,,,
,India,M,,,119485.23,,,,
,India,M,,,26377.22,,,,
,India,M,,,1201.35,,,,
,India,F,,,109164.11,,,,
,India,M,,,133139.16,,,,
,India,M,,,2956.11,,,,
,India,M,,,3183.77,,,,
,India,M,,,4781.93,,,,
,India,M,,,260955.27,,,,
,India,M,,,265.97,,,,
,India,F,,,23591.96,,,,
,India,M,,,125532.39,,,,
,India,M,,,1464.33,,,,
,India,F,,,6977.47,,,,
,India,M,,,41706.98,,,,
,India,M,,,74.77,,,,
,India,M,,,3641.74,,,,
,India,M,,,6297.06,,,,
,India,M,,,2103.71,,,,
,India,F,,,16539.53,,,,
,India,M,,,57048.4,,,,
,India,M,,,11392.95,,,,
,India,M,,,100498.3,,,,
,India,F,,,149.47,,,,
,India,F,,,59981.12,,,,
,India,M,,,7985.19,,,,
,India,M,,,13268.36,,,,
,India,M,,,19555.81,,,,
,India,M,,,7654.02,,,,
,India,M,,,5100.68,,,,
,India,M,,,882.33,,,,
,India,M,,,31843.01,,,,
,India,F,,,10667.24,,,,
,India,M,,,440463.42,,,,
,India,M,,,399016.91,,,,
,India,M,,,9596.1,,,,
,India,M,,,3614879.25,,,,
,India,M,,,26474.17,,,,
,India,M,,,19237.21,,,,
,India,M,,,160575.64,,,,
,India,M,,,2887.69,,,,
,India,M,,,33293.29,,,,
,India,F,,,257.8,,,,
,India,M,,,15085.7,,,,
,India,F,,,3810.38,,,,
,India,F,,,32951.34,,,,
,India,M,,,31819.42,,,,
,India,M,,,4699.34,,,,
,India,F,,,197949.07,,,,
,India,M,,,57090.35,,,,
,India,M,,,19684.99,,,,
,India,M,,,38152.76,,,,
,India,F,,,5947.48,,,,
,India,F,,,2907.3,,,,
,India,M,,,1506.61,,,,
,India,M,,,40983.86,,,,
,India,M,,,19386.78,,,,
,India,M,,,7877.5,,,,
,India,M,,,505090.8,,,,
,India,F,,,75518.53,,,,
,India,F,,,101827.89,,,,
,India,M,,,1372.95,,,,
,India,M,,,86315.61,,,,
,India,M,,,39957.15,,,,
,India,M,,,418820.2,,,,
,India,M,,,2387.35,,,,
,India,M,,,45307.34,,,,
,India,F,,,439225.34,,,,
,India,M,,,36239.52,,,,
,India,M,,,41242.31,,,,
,India,M,,,17850.85,,,,
,India,M,,,44763.87,,,,
,India,F,,,110566.96,,,,
,India,F,,,3172.95,,,,
,India,M,,,87048.1,,,,
,India,M,,,65146.23,,,,
,India,M,,,15408.02,,,,
,India,M,,,5265.4,,,,
,India,M,,,1554.19,,,,
,India,M,,,30872.47,,,,
,India,M,,,27.3,,,,
,India,F,,,9374.43,,,,
,India,F,,,27251.42,,,,
,India,M,,,8304.51,,,,
,India,M,,,12406.45,,,,
,India,F,,,9971.83,,,,
,India,M,,,100.4,,,,
,India,M,,,185409.32,,,,
,India,M,,,125382.07,,,,
,India,M,,,18.99,,,,
,India,M,,,27064.12,,,,
,India,M,,,23727.06,,,,
,India,F,,,671393.96,,,,
,India,F,,,221174.45,,,,
,India,M,,,60950.92,,,,
,India,M,,,5755.32,,,,
,India,F,,,44774.4,,,,
,India,M,,,25849.22,,,,
,India,M,,,240.36,,,,
,India,F,,,104446.15,,,,
,India,M,,,13728.74,,,,
,India,F,,,7887.85,,,,
,India,M,,,5700.09,,,,
,India,M,,,17541.81,,,,
,India,M,,,442986.57,,,,
,India,M,,,13.44,,,,
,India,M,,,46783.38,,,,
,India,F,,,68853.7,,,,
,India,M,,,263227.05,,,,
,India,M,,,13262.21,,,,
,India,M,,,33136.62,,,,
,India,M,,,11620.01,,,,
,India,M,,,1282730.27,,,,
,India,M,,,9822.52,,,,
,India,M,,,3894.1,,,,
,India,M,,,12675.1,,,,
,India,M,,,3770.74,,,,
,India,F,,,78229.64,,,,
,India,F,,,17634.93,,,,
,India,M,,,9626.11,,,,
,India,M,,,867.62,,,,
,India,M,,,83.16,,,,
,India,M,,,8456.57,,,,
,India,M,,,7233.34,,,,
,India,M,,,28.4,,,,
,India,M,,,86398.33,,,,
,India,M,,,76.15,,,,
,India,M,,,91303.88,,,,
,India,M,,,5323.97,,,,
,India,M,,,25734.09,,,,
,India,M,,,648070.62,,,,
,India,F,,,55572.9,,,,
,India,M,,,72198.06,,,,
,India,M,,,4462.65,,,,
,India,F,,,132262.01,,,,
,India,F,,,15039.18,,,,
,India,M,,,2058.42,,,,
,India,M,,,3817.77,,,,
,India,M,,,15531.64,,,,
,India,M,,,3339.45,,,,
,India,F,,,480076.74,,,,
,India,M,,,26612.9,,,,
,India,M,,,18099.98,,,,
,India,F,,,18590.89,,,,
,India,M,,,2759.1,,,,
,India,M,,,11153.41,,,,
,India,M,,,373.84,,,,
,India,M,,,13007.14,,,,
,India,M,,,29053.01,,,,
,India,M,,,66527.96,,,,
,India,M,,,40053.82,,,,
,India,M,,,42844.63,,,,
,India,F,,,1089.47,,,,
,India,M,,,180842.67,,,,
,India,M,,,36719.52,,,,
,India,F,,,929.74,,,,
,India,M,,,5044.48,,,,
,India,M,,,196151.94,,,,
,India,M,,,9355.86,,,,
,India,M,,,7623.86,,,,
,India,M,,,23817.5,,,,
,India,F,,,204158.88,,,,
,India,M,,,14159.21,,,,
,India,M,,,12880.21,,,,
,India,M,,,3568.03,,,,
,India,M,,,473.56,,,,
,India,M,,,107.65,,,,
,India,F,,,20119.2,,,,
,India,M,,,497796.11,,,,
,India,M,,,2841.44,,,,
,India,F,,,23838.65,,,,
,India,M,,,1194.76,,,,
,India,M,,,905.33,,,,
,India,M,,,2977870.86,,,,
,India,F,,,33888.44,,,,
,India,M,,,40.51,,,,
,India,M,,,6444.39,,,,
,India,M,,,45489.39,,,,
,India,M,,,6050.84,,,,
,India,F,,,19065.32,,,,
,India,M,,,1832708.39,,,,
,India,F,,,31.12,,,,
,India,F,,,464453.73,,,,
,India,M,,,1145499.81,,,,
,India,M,,,10065.69,,,,
,India,F,,,24984.48,,,,
,India,M,,,10345.58,,,,
,India,M,,,72.92,,,,
,India,M,,,125899.96,,,,
,India,M,,,12186.72,,,,
,India,M,,,11031.91,,,,
,India,M,,,191545.59,,,,
,India,F,,,13742.57,,,,
,India,M,,,10963.9,,,,
,India,M,,,14215.57,,,,
,India,M,,,45987.9,,,,
,India,M,,,10.33,,,,
,India,M,,,424976.62,,,,
,India,M,,,6646.49,,,,
,India,M,,,191212.45,,,,
,India,M,,,187511.67,,,,
,India,M,,,29677.52,,,,
,India,M,,,13843.98,,,,
,India,F,,,19420.3,,,,
,India,F,,,857025.92,,,,
,India,F,,,7211.87,,,,
,India,F,,,8815.37,,,,
,India,M,,,34827.44,,,,
,India,F,,,486416.74,,,,
,India,M,,,9512.5,,,,
,India,M,,,208655.82,,,,
,India,F,,,40699.56,,,,
,India,F,,,10191.86,,,,
,India,M,,,19410.81,,,,
,India,M,,,474.23,,,,
,India,M,,,64128.53,,,,
,India,M,,,10231.18,,,,
,India,M,,,7197.02,,,,
,India,M,,,11791.11,,,,
,India,M,,,26.61,,,,
,India,M,,,65897.87,,,,
,India,M,,,80960.87,,,,
,India,M,,,17814.9,,,,
,India,F,,,10087.29,,,,
,India,M,,,12520.08,,,,
,India,M,,,561.03,,,,
,India,F,,,45909.91,,,,
,India,M,,,69.14,,,,
,India,M,,,27.28,,,,
,India,F,,,39024.41,,,,
,India,M,,,2494964.39,,,,
,India,M,,,49.44,,,,
,India,M,,,41479.46,,,,
,India,F,,,21257.12,,,,
,India,M,,,3106.77,,,,
,India,M,,,45549.53,,,,
,India,F,,,11407.85,,,,
,India,F,,,58677.71,,,,
